id_,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
153,2,0,87,100.0,100.0,3,20467,0,0,-3,3,191.0,0,3,2.8,2.8,3,Theo,2.8,9,0,68.9,False,93.0,836,,2019-12-07T15:00:20.761324Z,62,0,0,0,20467.jpg,2.0,0,0,Walcott,0.4,False,,a,8,11,404.0,34,19431,638,55206,561,0.5,5.5,Walcott,1
455,0,4,212,100.0,100.0,3,108156,0,0,-1,1,5.7,1,2,-0.5,-0.5,0,Bjorn,0.0,25,0,30.4,False,265.0,1221,,2020-01-02T12:30:17.002224Z,44,0,0,0,108156.jpg,2.4,0,0,Engels,0.5,False,,a,2,7,31.0,34,95883,37,86343,743,0.0,7.7,Engels,1
3,2,1,219,0.0,0.0,2,111457,0,0,-3,3,156.3,0,2,0.0,0.0,0,Sead,1.8,18,0,41.2,False,190.0,1086,Thigh injury - Expected back 16 Feb,2020-01-15T13:30:21.603499Z,52,0,0,0,111457.jpg,2.1,0,0,Kolasinac,0.5,False,,i,1,3,67.0,34,55141,14,124686,1443,0.3,6.5,Kolasinac,3
135,1,0,138,100.0,0.0,3,60252,0,0,-4,4,132.6,0,3,0.0,0.0,0,Andros,0.0,12,1,37.1,False,167.6,778,,2019-12-16T20:00:21.552659Z,56,0,0,0,60252.jpg,2.4,0,0,Townsend,1.0,False,,a,7,31,70.0,33,47743,41,219084,939,0.0,5.9,Townsend,0
496,1,3,78,,,1,242058,0,0,-6,6,87.8,0,4,3.0,3.0,9,Moise,3.0,12,1,45.5,False,77.8,597,,,64,0,0,0,242058.jpg,1.8,0,0,Kean,1.5,False,,a,8,11,294.0,33,82588,3729,444807,1002,0.5,5.2,Kean,0
453,2,1,73,0.0,100.0,2,171975,0,0,-5,5,72.8,1,3,0.0,-0.5,1,Callum,0.5,6,1,30.4,False,79.8,669,Joined West Bromwich Albion on loan until the end of the season on 29/1. - Expected back 01 Jul,2020-01-29T10:30:22.129197Z,50,0,0,0,171975.jpg,2.1,0,0,Robinson,0.2,False,,n,15,49,156.0,33,49833,60,94790,518,0.1,6.6,Callum Robinson,1
438,1,3,125,100.0,100.0,1,431131,0,0,-3,3,85.2,1,3,-1.0,0.0,0,Moussa,0.5,9,2,44.6,False,174.6,671,,2019-12-19T15:00:19.986568Z,52,0,0,0,431131.jpg,2.4,0,0,Djenepo,0.1,False,,a,16,20,185.0,33,27243,61,30228,245,0.1,6.3,Djenepo,4
87,0,1,164,100.0,100.0,4,103914,0,0,-3,3,142.2,0,2,1.7,1.7,5,Charlie,2.2,9,0,31.5,False,164.8,925,,2019-11-30T18:30:12.146951Z,42,0,0,0,103914.jpg,2.8,0,0,Taylor,0.8,False,,a,5,90,7.0,33,75611,2652,117948,1867,0.5,7.9,Taylor,2
242,2,2,124,,,3,43670,0,0,-3,3,268.4,1,3,4.3,4.3,2,Juan,3.8,8,0,48.6,False,100.8,622,,,62,0,0,0,43670.jpg,2.1,0,0,Mata,0.4,False,,a,12,1,117.0,32,22444,1041,36576,1414,0.6,5.2,Mata,1
284,1,0,104,100.0,100.0,1,89470,0,0,-2,2,136.7,0,3,0.3,-0.2,1,Onel,0.8,15,1,54.1,False,148.4,752,,2019-11-01T16:00:22.360282Z,53,0,0,0,89470.jpg,2.0,0,0,Hernández,0.1,False,,a,14,45,258.0,32,5795,109,16194,139,0.2,6.0,Hernández,0
206,0,1,183,100.0,100.0,4,206325,0,0,-3,3,247.6,0,2,2.0,2.5,6,Oleksandr,1.5,9,0,46.1,False,154.6,770,,2019-10-22T21:00:12.926612Z,52,0,0,0,206325.jpg,3.2,0,0,Zinchenko,2.4,False,,a,11,43,58.0,32,594580,1335,1144778,1379,0.3,6.2,Zinchenko,0
185,0,4,141,100.0,100.0,2,60914,0,0,-3,3,20.9,0,2,1.5,2.0,0,Joel,0.0,5,1,25.0,False,192.4,630,,2019-10-22T15:00:19.734580Z,52,0,0,0,60914.jpg,4.6,0,0,Matip,1.2,False,,a,10,14,35.0,32,445326,468,490464,771,0.0,6.2,Matip,0
437,2,0,72,,,3,200439,0,0,-7,7,122.5,0,4,0.0,1.0,1,Che,1.5,9,0,34.0,False,48.0,664,,,53,0,0,0,200439.jpg,1.8,0,0,Adams,0.3,False,,a,16,20,179.0,32,30257,366,92046,463,0.3,6.0,Adams,0
328,0,0,188,,,3,78056,0,0,-2,2,139.3,0,3,-0.5,0.5,2,Oriol,1.0,28,0,40.1,False,221.2,1196,,,43,0,0,0,78056.jpg,1.7,0,0,Romeu Vidal,1.6,False,,a,16,20,41.0,32,157496,3316,137210,5322,0.2,7.4,Oriol Romeu,3
270,2,0,128,100.0,100.0,2,180135,0,0,0,0,185.8,0,3,2.0,1.5,2,Sean,1.5,19,0,42.9,False,163.6,1073,,2019-10-27T16:30:09.941612Z,50,0,0,0,180135.jpg,1.9,1,0,Longstaff,0.3,False,,a,13,4,79.0,32,20019,252,51257,322,0.3,6.4,Longstaff,1
256,1,4,137,0.0,0.0,3,109528,0,0,-2,2,41.6,1,2,0.0,0.0,0,Javier,0.0,12,0,19.2,False,123.4,800,Hamstring injury - Unknown return date,2020-01-02T01:00:17.276147Z,43,0,0,0,109528.jpg,2.9,0,0,Manquillo,0.2,False,,i,13,4,26.0,32,23820,12,25833,817,0.0,7.4,Manquillo,2
144,1,2,197,100.0,100.0,3,59949,0,0,-2,2,120.3,0,2,0.8,0.8,0,Seamus,0.8,19,0,44.5,False,194.0,1072,,2019-11-29T15:30:19.353099Z,53,0,0,0,59949.jpg,1.9,1,0,Coleman,1.1,False,,a,8,11,130.0,31,114028,225,263225,805,0.2,5.8,Coleman,3
537,0,0,173,100.0,100.0,3,235382,0,0,0,0,211.3,0,3,1.8,1.8,2,Steven,1.8,18,0,59.5,False,187.6,1144,,2019-10-06T11:00:17.795404Z,45,0,0,0,235382.jpg,1.8,0,0,Alzate,0.1,False,,a,4,36,195.0,31,17182,613,9995,571,0.4,6.9,Alzate,1
37,0,0,158,0.0,100.0,2,61933,0,0,-2,2,14.4,0,2,0.2,0.2,0,Shane,0.2,13,1,27.3,False,203.2,891,Shin injury - Expected back 08 Feb,2020-01-30T15:00:21.405457Z,48,0,0,0,61933.jpg,2.4,0,0,Duffy,0.9,False,,i,4,36,56.0,31,49685,247,169725,1514,0.0,6.5,Duffy,1
355,0,1,144,100.0,100.0,4,155651,0,0,-2,2,92.5,0,2,3.8,4.3,1,Adam,3.8,11,0,26.6,False,151.6,771,,2019-12-12T22:00:15.473547Z,43,0,0,0,155651.jpg,2.5,0,0,Masina,0.1,False,,a,18,57,19.0,30,5265,1389,5093,487,0.9,7.0,Masina,2
319,0,3,166,,,2,107265,0,0,-2,2,0.0,1,1,-1.5,-0.5,0,Angus,0.0,25,0,22.1,False,219.4,900,,,43,0,0,0,107265.jpg,2.9,0,30,Gunn,1.5,False,,a,16,20,0.0,29,248982,868,231131,2757,0.0,6.7,Gunn,0
452,2,1,181,100.0,100.0,2,199798,0,0,-2,2,57.7,0,2,1.7,1.7,6,Ezri,2.2,23,0,40.2,False,235.2,1005,,2019-08-05T15:00:10.970602Z,43,0,0,0,199798.jpg,2.4,0,0,Konsa Ngoyo,0.1,False,,a,2,7,107.0,29,5953,842,6246,277,0.5,6.7,Konsa,0
491,0,0,209,100.0,75.0,1,184704,0,0,-1,1,142.7,0,3,1.0,0.8,2,Marvelous,1.5,27,0,40.4,False,237.0,1347,,2020-01-18T19:30:18.468247Z,44,0,0,0,184704.jpg,1.7,0,0,Nakamba,0.8,False,,a,2,7,22.0,29,124510,160,99295,1624,0.3,6.6,Nakamba,3
86,0,0,154,75.0,100.0,4,17997,0,0,-2,2,61.7,0,2,0.2,0.3,0,Phil,0.8,12,0,25.8,False,149.8,900,Back injury - 75% chance of playing,2020-01-24T15:30:17.654643Z,43,0,0,0,17997.jpg,2.9,0,0,Bardsley,0.2,False,,d,5,90,47.0,29,17109,52,18206,753,0.2,6.7,Bardsley,2
357,0,0,231,0.0,0.0,3,54484,0,0,-3,3,214.3,0,2,0.0,0.0,0,Francisco,0.2,28,0,47.8,False,222.6,1344,Hamstring injury - Unknown return date,2020-01-01T17:30:18.675582Z,42,0,0,0,54484.jpg,1.7,0,0,Femenía Far,0.5,False,,i,18,57,40.0,29,76017,47,96720,2604,0.0,6.9,Kiko Femenía,4
79,1,0,125,100.0,100.0,2,155408,0,0,0,0,103.5,0,3,1.5,1.0,1,Lewis,1.0,16,0,27.0,False,123.8,830,,2019-06-25T11:30:07.007116Z,50,0,0,0,155408.jpg,1.6,0,0,Cook,0.0,False,,a,3,91,44.0,28,5829,101,4740,153,0.2,5.6,Lewis Cook,3
81,0,1,89,100.0,100.0,1,40387,0,0,-1,1,53.8,0,3,2.0,1.5,1,Dan,1.5,10,2,36.3,False,169.0,610,,2019-07-30T10:30:13.907385Z,49,0,0,0,40387.jpg,2.5,0,0,Gosling,0.1,False,,a,3,91,141.0,28,12669,117,7896,688,0.3,5.7,Gosling,1
508,3,0,81,100.0,100.0,1,128198,0,0,0,0,147.8,0,3,-1.3,-0.3,0,Sofiane,0.2,12,0,50.5,False,124.2,569,,2020-01-02T14:00:22.454471Z,55,0,0,0,128198.jpg,1.9,0,0,Boufal,0.1,False,,a,16,20,234.0,28,14885,135,16971,150,0.0,5.1,Boufal,2
347,0,0,215,100.0,100.0,2,157668,0,0,-3,3,183.0,0,3,0.7,2.2,1,Harry,1.2,20,0,43.5,False,218.4,1229,,2020-01-22T22:00:22.005033Z,52,0,0,0,157668.jpg,1.5,0,0,Winks,0.2,False,,a,17,6,34.0,28,16873,112,30156,474,0.2,5.4,Winks,6
98,2,0,99,100.0,100.0,1,90517,0,0,0,0,87.2,0,3,-0.3,-0.3,0,Robbie,0.2,10,1,27.7,False,103.4,394,,2020-01-12T11:00:21.132803Z,55,0,0,0,90517.jpg,2.2,0,0,Brady,0.0,False,,a,5,90,86.0,28,3626,43,4109,74,0.0,5.1,Brady,1
549,1,1,119,,,2,232937,0,0,1,-1,112.1,1,2,3.7,3.7,1,Brandon,3.2,9,1,29.8,False,118.2,590,,,41,0,0,0,232937.jpg,3.0,0,0,Williams,5.1,False,,a,12,1,68.0,27,490242,39794,138709,15000,0.8,6.6,Williams,4
541,2,0,113,100.0,100.0,2,223340,0,0,0,0,131.1,0,3,2.3,1.8,2,Bukayo,1.8,10,0,41.8,False,155.4,875,,2019-11-22T10:00:21.980433Z,45,0,0,0,223340.jpg,1.9,0,0,Saka,0.6,False,,a,1,3,131.0,27,144082,5612,109289,2601,0.4,6.0,Saka,3
275,1,1,194,100.0,100.0,2,192303,0,0,-1,1,14.3,0,2,1.7,1.2,1,Christoph,2.2,20,0,34.6,False,274.0,1115,,2019-08-31T17:00:18.410489Z,44,0,0,0,192303.jpg,2.1,0,0,Zimmermann,0.0,False,,a,14,45,57.0,27,3502,96,3006,118,0.5,6.1,Zimmermann,2
389,2,0,62,75.0,50.0,2,57531,0,0,-1,1,116.3,0,3,0.2,-0.6,1,Michail,0.2,11,1,60.2,False,118.4,595,Hamstring injury - 75% chance of playing,2020-01-29T23:00:27.350948Z,69,0,0,0,57531.jpg,2.7,0,0,Antonio,0.7,False,,d,19,21,368.0,27,22631,778,79390,494,0.0,3.9,Antonio,0
469,2,3,130,100.0,100.0,1,182539,0,0,-3,3,183.0,1,3,0.5,0.0,0,Daniel,0.0,10,0,42.9,False,150.0,659,,2019-11-06T17:30:16.584319Z,52,0,0,0,182539.jpg,2.5,0,0,Ceballos Fernández,3.0,False,,a,1,3,96.0,27,996847,221,1132802,2048,0.0,5.2,Ceballos,0
374,1,2,99,75.0,100.0,2,89085,0,0,-1,1,91.0,0,3,1.9,3.0,2,Nathaniel,2.5,8,0,26.3,False,122.4,714,Hip injury - 75% chance of playing,2020-01-23T20:00:20.270931Z,44,0,0,0,89085.jpg,2.0,0,0,Chalobah,0.2,False,,d,18,57,52.0,26,19582,319,22123,1072,0.6,5.9,Chalobah,1
61,0,2,161,0.0,0.0,1,223911,0,0,-2,2,16.5,1,2,0.0,0.0,0,Chris,0.0,19,1,42.2,False,268.6,901,Knee injury - Expected back 11 Apr,2020-01-10T17:00:16.673521Z,43,0,0,0,223911.jpg,2.4,0,0,Mepham,0.7,False,,i,3,91,136.0,26,94591,5,117933,1327,0.0,6.0,Mepham,1
290,0,0,161,100.0,100.0,2,90440,0,0,-1,1,44.0,0,3,-0.5,-1.0,0,Tom,0.0,21,0,32.0,False,184.6,1022,,2019-09-04T09:00:11.384947Z,44,0,0,0,90440.jpg,1.8,0,0,Trybull,0.6,False,,a,14,45,90.0,25,46884,63,73118,462,0.0,5.7,Trybull,2
520,3,0,75,75.0,50.0,2,40142,0,0,-1,1,120.0,0,4,0.5,0.1,0,Andy,0.2,7,0,39.9,False,113.6,507,Hip injury - 75% chance of playing,2020-01-17T12:30:18.951493Z,54,0,0,0,40142.jpg,1.9,0,0,Carroll,0.1,False,,d,13,4,162.0,25,13584,34,19851,462,0.0,4.6,Carroll,1
454,0,2,180,,,2,113564,0,0,-1,1,103.7,0,2,2.3,1.8,1,Sam,2.8,23,0,51.4,False,260.4,1176,,,44,0,0,0,113564.jpg,1.7,0,0,Byram,0.1,False,,a,14,45,149.0,25,6043,144,9646,145,0.6,5.7,Byram,4
378,1,3,153,100.0,100.0,2,105717,0,0,-3,3,123.9,1,2,0.8,0.5,1,Arthur,1.0,14,0,39.7,False,220.6,802,,2020-01-24T15:30:18.160148Z,42,0,0,0,105717.jpg,1.9,1,0,Masuaku,0.5,False,,a,19,21,51.0,25,96901,343,99992,1176,0.2,6.0,Masuaku,2
180,1,0,111,,,1,197469,0,0,-2,2,51.8,0,3,2.0,2.5,0,Hamza,2.0,8,1,25.4,False,132.4,546,,,43,0,0,0,197469.jpg,1.9,0,0,Choudhury,0.9,False,,a,9,13,70.0,25,134018,1443,121974,3307,0.5,5.8,Choudhury,2
205,0,2,180,100.0,100.0,2,41823,0,0,-2,2,113.8,0,2,1.0,1.0,1,Fabian,1.0,19,0,28.6,False,156.0,1036,,2020-01-03T15:00:14.110657Z,53,0,0,0,41823.jpg,1.8,0,0,Delph,0.2,False,,a,8,11,16.0,25,13068,288,29025,317,0.2,4.7,Delph,3
461,2,1,58,,,0,94245,0,0,-4,4,39.0,0,4,0.5,0.5,1,Michy,0.5,6,1,26.1,False,61.8,139,,,66,0,0,0,94245.jpg,1.8,0,0,Batshuayi,0.5,False,,a,6,8,165.0,25,92017,1929,127678,630,0.1,3.8,Batshuayi,0
526,0,0,123,100.0,100.0,2,60706,0,0,-4,4,0.0,0,1,1.5,2.0,0,Adrián,0.0,9,0,11.3,False,112.8,783,,2019-08-16T11:00:10.760553Z,41,0,0,0,60706.jpg,2.5,0,16,San Miguel del Castillo,1.9,False,,a,10,14,0.0,25,623660,993,598029,3631,0.0,6.1,Adrián,1
333,0,0,244,100.0,100.0,1,173904,0,0,-2,2,23.3,0,2,0.0,1.5,0,Davinson,0.5,23,0,40.5,False,333.0,1440,,2019-09-12T12:30:16.170028Z,53,0,0,0,173904.jpg,1.5,0,0,Sánchez,0.9,False,,a,17,6,48.0,25,38864,336,74206,1275,0.1,4.7,Sánchez,4
340,0,0,133,100.0,0.0,1,37915,0,0,-2,2,0.0,0,1,0.0,0.0,2,Hugo,0.5,9,0,21.4,False,213.6,638,,2019-10-05T13:30:15.098154Z,53,0,0,0,37915.jpg,3.1,0,31,Lloris,3.2,False,,a,17,6,0.0,25,221597,3043,639984,1200,0.1,4.7,Lloris,0
540,0,2,98,,,1,223175,0,0,0,0,51.1,1,3,1.5,1.0,2,Matthew,1.0,9,2,18.2,False,101.8,544,,,45,0,0,0,223175.jpg,3.6,0,0,Longstaff,0.2,False,,a,13,4,29.0,25,46346,500,34994,706,0.2,5.6,Matthew Longstaff,1
371,0,2,120,0.0,0.0,1,43250,0,0,-2,2,178.8,0,3,0.0,0.0,0,Tom,0.0,17,1,47.5,False,121.4,645,Lack of match fitness - Expected back 08 Feb,2019-10-26T16:30:19.666204Z,48,0,0,0,43250.jpg,2.7,0,0,Cleverley,0.1,False,,i,18,57,174.0,24,21261,8,26122,107,0.0,5.0,Cleverley,0
257,0,1,88,50.0,100.0,1,77359,0,0,-1,1,12.6,1,2,2.4,4.2,14,Florian,4.2,10,2,22.5,False,132.0,440,Groin Injury - 50% chance of playing,2020-01-24T13:30:15.735988Z,44,0,0,0,77359.jpg,4.0,0,0,Lejeune,0.0,False,,d,13,4,81.0,24,3971,2984,1785,986,1.0,5.5,Lejeune,0
195,1,1,81,75.0,100.0,1,39155,0,0,-2,2,62.2,0,3,1.6,3.2,0,Adam,0.6,4,1,22.5,False,97.6,334,Illness - 75% chance of playing,2020-01-23T22:00:20.242805Z,58,0,0,0,39155.jpg,2.0,0,0,Lallana,0.1,False,,d,10,14,65.0,24,5505,58,9950,351,0.1,4.1,Lallana,1
356,0,1,162,100.0,100.0,3,20145,0,0,-3,3,69.0,0,2,3.5,4.0,1,Adrian,3.5,21,0,27.9,False,184.0,1046,,2019-12-28T17:00:19.627436Z,42,0,0,0,20145.jpg,1.8,1,0,Mariappa,0.3,False,,a,18,57,32.0,24,24927,2859,19275,1488,0.8,5.7,Mariappa,1
518,0,3,158,100.0,100.0,2,121145,0,0,-3,3,156.9,0,2,1.3,2.2,0,João Pedro Cavaco,1.2,7,0,37.9,False,143.0,667,,2020-01-27T16:30:24.325085Z,52,0,0,0,121145.jpg,2.7,0,0,Cancelo,0.8,False,,a,11,43,79.0,24,121714,375,176670,1551,0.2,4.6,Cancelo,1
224,0,0,158,0.0,0.0,2,18892,0,0,-1,1,316.6,0,2,0.0,0.0,0,Ashley,0.0,10,0,49.1,False,155.6,953,Joined Inter Milan on a permanent deal on 17/1,2020-01-18T00:00:18.215118Z,54,0,0,0,18892.jpg,2.0,0,0,Young,0.3,False,,u,12,1,18.0,24,21153,20,39629,860,0.0,4.4,Young,5
285,0,0,75,,,1,71738,0,0,-4,4,154.4,0,3,-0.3,-0.8,1,Marco,0.2,24,0,50.2,False,91.6,919,,,51,0,0,0,71738.jpg,1.4,0,0,Stiepermann,0.1,False,,a,14,45,255.0,24,5970,19,11466,63,0.0,4.7,Stiepermann,4
175,2,0,80,100.0,100.0,0,172632,0,0,-4,4,114.3,0,3,0.5,1.0,0,Demarai,0.5,4,1,37.8,False,109.2,409,,2019-12-01T23:30:20.997051Z,51,0,1,0,172632.jpg,1.7,0,0,Gray,0.3,False,,a,9,13,156.0,24,11069,167,36218,352,0.1,4.7,Gray,1
273,0,0,279,0.0,0.0,2,198826,0,0,-1,1,17.9,0,2,0.0,0.0,0,Ben,0.8,35,0,42.9,False,367.8,1564,Suspended until 15 Feb,2020-01-18T19:30:17.891258Z,44,0,0,0,198826.jpg,1.3,1,0,Godfrey,0.1,False,,s,14,45,41.0,24,13577,4,23084,216,0.2,5.5,Godfrey,1
241,0,0,70,100.0,100.0,1,109322,0,0,-2,2,261.2,0,3,1.0,1.0,1,Jesse,0.5,14,0,59.0,False,71.0,880,,2020-01-10T16:00:14.508399Z,63,0,0,0,109322.jpg,1.3,0,0,Lingard,0.7,False,,a,12,1,260.0,24,59290,548,122891,639,0.1,3.8,Lingard,3
253,0,0,94,100.0,0.0,1,151119,0,0,-1,1,79.4,0,2,0.7,0.0,0,DeAndre,0.2,11,1,24.4,False,124.2,719,,2020-01-10T11:00:14.429012Z,44,0,0,0,151119.jpg,2.1,0,0,Yedlin,0.1,False,,a,13,4,39.0,23,11922,129,11817,214,0.0,5.2,Yedlin,2
207,0,0,172,100.0,75.0,2,97299,0,0,-2,2,47.2,0,2,1.3,1.4,0,John,0.8,15,0,26.7,False,153.8,879,,2020-01-20T14:00:12.749463Z,53,0,0,0,97299.jpg,2.1,0,0,Stones,1.0,False,,a,11,43,66.0,23,94854,273,266942,1393,0.2,4.3,Stones,0
446,1,3,129,0.0,0.0,1,154131,0,0,-2,2,43.9,0,2,0.0,0.0,0,Jack,0.0,12,0,25.4,False,164.4,796,Hamstring injury - Expected back 09 Feb,2019-12-28T15:00:27.078393Z,43,0,0,0,154131.jpg,2.6,0,0,Stacey,0.1,False,,i,3,91,45.0,23,7168,4,12637,227,0.0,5.3,Stacey,2
487,0,0,69,0.0,0.0,1,209353,0,0,-5,5,35.6,0,4,0.0,0.0,0,Patrick,0.0,6,2,27.5,False,85.2,292,Joined Fiorentina on an 18-month loan deal on 10/1. - Expected back 01 Jul,2020-01-10T20:00:21.473387Z,55,0,0,0,209353.jpg,1.9,0,0,Cutrone,0.5,False,,n,20,39,155.0,23,26209,16,93121,536,0.0,4.2,Cutrone,0
146,0,1,76,0.0,100.0,2,66838,0,0,-3,3,52.6,0,4,2.5,3.0,2,Cenk,2.5,6,2,35.8,False,82.6,458,Hamstring injury - Expected back 22 Feb,2020-01-30T14:30:24.031435Z,57,0,0,0,66838.jpg,2.8,0,0,Tosun,0.3,False,,i,7,31,227.0,22,26634,2712,20778,3506,0.4,3.9,Tosun,0
163,0,2,101,,,2,37402,0,0,-2,2,47.0,0,2,2.2,2.7,0,Christian,2.2,5,0,17.8,False,113.2,544,,,43,0,0,0,37402.jpg,3.1,0,0,Fuchs,0.4,False,,a,9,13,18.0,22,24391,278,34532,666,0.5,5.1,Fuchs,0
55,1,3,92,100.0,100.0,2,109345,0,0,-4,4,143.7,0,3,0.2,0.2,1,Solomon,0.2,11,0,38.4,False,119.2,628,,2019-11-28T14:00:24.105131Z,46,0,0,0,109345.jpg,2.4,0,0,March,0.2,False,,a,4,36,120.0,22,33591,166,57058,210,0.0,4.8,March,1
157,0,0,99,,,0,50472,0,0,-2,2,87.0,0,3,1.8,2.3,2,James,1.8,13,0,25.6,False,132.8,799,,,43,0,0,0,50472.jpg,1.2,0,0,McCarthy,0.7,False,,a,7,31,35.0,22,53733,3268,59989,1832,0.4,5.1,McCarthy,4
276,0,0,188,100.0,100.0,2,194799,-1,1,-1,1,131.4,0,2,-0.3,-0.8,0,Jamal,0.2,28,0,39.5,False,207.6,1162,,2019-11-18T15:00:15.322949Z,44,0,0,0,194799.jpg,1.4,0,0,Lewis,0.2,False,,a,14,45,56.0,21,31946,94,37231,280,0.0,4.8,Lewis,2
519,0,0,107,0.0,100.0,2,111773,0,0,-2,2,12.1,0,2,0.0,2.0,1,Emil,2.0,12,0,12.2,False,77.2,561,Ankle injury - Expected back 07 Mar,2020-01-24T13:30:16.270611Z,43,0,0,0,111773.jpg,1.9,0,0,Krafth,0.1,False,,i,13,4,32.0,21,4629,28,6727,146,0.5,4.9,Krafth,0
404,0,0,110,100.0,100.0,2,41727,-1,1,-2,2,33.7,0,2,-0.5,-1.0,0,Ryan,0.0,9,0,16.3,False,113.6,603,,2019-11-01T14:30:20.138199Z,48,0,0,0,41727.jpg,1.9,0,0,Bennett,0.3,False,,a,20,39,16.0,21,17228,129,42411,349,0.0,4.4,Bennett,2
104,0,0,146,100.0,100.0,2,102380,0,0,0,0,27.3,0,2,2.8,2.8,1,Antonio,2.8,8,0,27.8,False,148.4,765,,2019-09-14T17:00:16.188229Z,60,0,0,0,102380.jpg,2.3,0,0,Rüdiger,0.3,False,,a,6,8,103.0,21,22836,704,18912,1226,0.5,3.5,Rüdiger,2
196,1,3,81,100.0,0.0,2,175592,0,0,-2,2,66.3,1,3,1.7,0.0,1,Naby,0.2,0,1,23.7,False,103.8,209,,2020-01-02T22:00:17.483456Z,58,0,0,0,175592.jpg,3.5,0,0,Keita,0.2,False,,a,10,14,67.0,21,41710,144,67151,678,0.0,3.6,Keita,0
490,0,0,90,100.0,100.0,1,200089,0,0,-2,2,121.3,0,3,0.7,0.2,1,Joseph,0.2,11,0,33.4,False,82.6,545,,2019-09-07T11:30:17.190466Z,48,0,0,0,200089.jpg,1.2,0,0,Willock,0.2,False,,a,1,3,129.0,21,24997,97,30455,218,0.0,4.4,Willock,1
226,0,0,135,100.0,100.0,1,106760,0,0,-1,1,144.6,0,2,1.3,1.3,1,Luke,0.8,10,0,41.0,False,166.2,783,,2020-01-05T02:00:15.777574Z,54,0,0,0,106760.jpg,1.5,0,0,Shaw,0.6,False,,a,12,1,101.0,20,41874,623,136892,633,0.1,3.7,Shaw,3
96,0,1,66,75.0,75.0,3,60586,0,0,-1,1,156.8,0,3,-0.2,-0.2,0,Johann Berg,0.2,4,1,33.1,False,83.2,398,Hamstring injury - 75% chance of playing,2020-01-05T01:00:11.915368Z,59,0,0,0,60586.jpg,2.9,0,0,Gudmundsson,0.4,False,,d,5,90,92.0,20,79662,13,115697,143,0.0,3.4,Gudmundsson,0
553,0,2,86,100.0,100.0,2,19194,0,0,1,-1,0.0,1,1,0.4,-0.7,0,David,0.4,6,0,11.2,False,112.0,435,,2019-12-14T20:00:18.201835Z,41,0,0,0,19194.jpg,4.0,0,15,Martin,1.8,False,,a,19,21,0.0,20,188363,2996,73538,7237,0.1,4.9,Martin,1
50,0,2,65,100.0,100.0,1,165210,0,0,-2,2,53.9,0,3,2.8,2.8,1,Alireza,2.8,3,2,22.2,False,84.4,247,,2019-09-19T14:00:12.919069Z,58,0,0,0,165210.jpg,4.0,0,0,Jahanbakhsh,0.1,False,,a,4,36,83.0,20,11580,250,10895,1019,0.5,3.4,Jahanbakhsh,0
523,0,0,83,100.0,100.0,2,200826,0,0,-2,2,151.8,0,3,1.5,3.0,2,Giovani,2.0,6,0,32.2,False,104.8,522,,2019-09-08T18:00:18.298488Z,73,0,0,0,200826.jpg,1.4,0,0,Lo Celso,0.3,False,,a,17,6,66.0,20,18258,2819,44857,575,0.3,2.7,Lo Celso,1
22,1,5,154,,,1,37339,0,0,-3,3,218.9,0,2,-0.7,-0.7,0,Ahmed,-0.2,24,0,43.6,False,170.2,701,,,42,0,0,0,37339.jpg,1.7,0,0,El Mohamady,0.9,False,,a,2,7,46.0,19,70226,427,144652,1653,0.0,4.5,El Mohamady,0
314,0,2,62,100.0,100.0,2,220598,0,0,-1,1,68.4,0,4,-0.7,0.3,2,Michael,0.8,5,1,21.8,False,56.8,353,,2019-12-31T20:00:19.430867Z,49,0,0,0,220598.jpg,1.9,0,0,Obafemi,0.2,False,,a,16,20,93.0,19,12755,329,21391,344,0.2,3.9,Obafemi,0
108,0,0,170,100.0,100.0,2,135363,0,0,-1,1,35.3,0,2,2.0,2.0,0,Andreas,2.0,18,0,27.3,False,188.6,941,,2019-10-13T07:30:10.505993Z,49,0,0,0,135363.jpg,1.7,0,0,Christensen,0.6,False,,a,6,8,49.0,19,62205,497,101718,486,0.4,3.9,Christensen,3
107,0,0,179,100.0,100.0,1,109533,0,0,0,0,298.4,0,2,0.0,0.0,0,Emerson,0.0,21,0,73.1,False,207.6,1020,,2019-09-08T20:30:10.510601Z,55,0,0,0,109533.jpg,1.3,0,0,Palmieri dos Santos,0.8,False,,a,6,8,225.0,18,177802,503,228032,784,0.0,3.3,Emerson,3
44,0,0,19,100.0,100.0,2,20529,0,0,-6,6,35.4,0,4,0.5,0.5,0,Glenn,0.5,4,0,13.8,False,15.0,423,,2020-01-05T01:00:11.784092Z,54,0,0,0,20529.jpg,1.2,0,0,Murray,0.7,False,,a,4,36,91.0,18,45837,466,219295,684,0.1,3.3,Murray,0
